placeDcid,placeName,Date:Count_Person_Years16Onwards_WorkedFromHome_WorkCommute_Employed,Value:Count_Person_Years16Onwards_WorkedFromHome_WorkCommute_Employed,Source:Count_Person_Years16Onwards_WorkedFromHome_WorkCommute_Employed
geoId/19139,Muscatine County,2022,939.465,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19141,O'Brien County,2022,354.172,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19143,Osceola County,2022,191.205,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19145,Page County,2022,311.512,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19147,Palo Alto County,2022,272.862,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19149,Plymouth County,2022,1169.367,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19151,Pocahontas County,2022,219.961,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19153,Polk County,2022,31899.496,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19155,Pottawattamie County,2022,3336.66,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19157,Poweshiek County,2022,970.704,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19159,Ringgold County,2022,265.473,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19161,Sac County,2022,243.75,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19163,Scott County,2022,7040.11,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19165,Shelby County,2022,703.528,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19167,Sioux County,2022,2376.043,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19169,Story County,2022,5137.6,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19171,Tama County,2022,614.84,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19173,Taylor County,2022,119.952,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19175,Union County,2022,241.34,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19177,Van Buren County,2022,388.094,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19179,Wapello County,2022,673.89,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19181,Warren County,2022,3049.305,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19183,Washington County,2022,755.238,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19185,Wayne County,2022,144.177,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19187,Webster County,2022,716.27,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19189,Winnebago County,2022,352.308,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19191,Winneshiek County,2022,1209.264,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19193,Woodbury County,2022,2445.504,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19195,Worth County,2022,355.446,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/19197,Wright County,2022,424.76,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20001,Allen County,2022,242.391,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20003,Anderson County,2022,229.704,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20005,Atchison County,2022,494.91,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20007,Barber County,2022,49.556,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20009,Barton County,2022,931.456,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20011,Bourbon County,2022,621.188,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20013,Brown County,2022,312.48,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20015,Butler County,2022,2303.077,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20017,Chase County,2022,80.22,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20019,Chautauqua County,2022,89.624,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20021,Cherokee County,2022,442.782,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20023,Cheyenne County,2022,180.323,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20025,Clark County,2022,51.072,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20027,Clay County,2022,277.272,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20029,Cloud County,2022,150.812,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20031,Coffey County,2022,141.784,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20033,Comanche County,2022,64.125,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20035,Cowley County,2022,631.554,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20037,Crawford County,2022,766.08,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20039,Decatur County,2022,243.661,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20041,Dickinson County,2022,691.408,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20043,Doniphan County,2022,272.098,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20045,Douglas County,2022,7689.006,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20047,Edwards County,2022,135.542,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20049,Elk County,2022,49.036,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20051,Ellis County,2022,938.961,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20053,Ellsworth County,2022,176.052,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20055,Finney County,2022,587.552,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20057,Ford County,2022,354.753,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20059,Franklin County,2022,1079.5,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20061,Geary County,2022,673.474,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20063,Gove County,2022,121.505,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20065,Graham County,2022,82.636,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20067,Grant County,2022,197.285,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20069,Gray County,2022,156.978,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20071,Greeley County,2022,128.329,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20073,Greenwood County,2022,149.354,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20075,Hamilton County,2022,67.338,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20077,Harper County,2022,115.56,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20079,Harvey County,2022,1131.324,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20081,Haskell County,2022,88.95,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20083,Hodgeman County,2022,43.784,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20085,Jackson County,2022,414.57,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20087,Jefferson County,2022,730.782,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20089,Jewell County,2022,85.224,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20091,Johnson County,2022,58023.856,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20093,Kearny County,2022,181.44,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20095,Kingman County,2022,160.356,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20097,Kiowa County,2022,102.256,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20099,Labette County,2022,514.596,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20101,Lane County,2022,75.072,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20103,Leavenworth County,2022,3482.795,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20105,Lincoln County,2022,136.382,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20107,Linn County,2022,284.784,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20109,Logan County,2022,156.197,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20111,Lyon County,2022,746.902,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20113,McPherson County,2022,894.766,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20115,Marion County,2022,413.512,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20117,Marshall County,2022,299.274,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20119,Meade County,2022,128,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20121,Miami County,2022,1934.58,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20123,Mitchell County,2022,175.626,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20125,Montgomery County,2022,460.36,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20127,Morris County,2022,182.952,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20129,Morton County,2022,99.441,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20131,Nemaha County,2022,253.65,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20133,Neosho County,2022,386.456,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20135,Ness County,2022,99.045,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20137,Norton County,2022,176.035,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20139,Osage County,2022,527.4,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20141,Osborne County,2022,94.38,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20143,Ottawa County,2022,196.792,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20145,Pawnee County,2022,316.236,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20147,Phillips County,2022,122.04,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20149,Pottawatomie County,2022,791.424,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20151,Pratt County,2022,246.62,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20153,Rawlins County,2022,173.396,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20155,Reno County,2022,1665.122,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20157,Republic County,2022,84.474,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20159,Rice County,2022,181.566,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20161,Riley County,2022,4650.176,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20163,Rooks County,2022,149.544,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20165,Rush County,2022,106.8,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20167,Russell County,2022,234.225,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20169,Saline County,2022,1418.651,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20171,Scott County,2022,190.224,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20173,Sedgwick County,2022,15759.009,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20175,Seward County,2022,355.47,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20177,Shawnee County,2022,7717.144,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20179,Sheridan County,2022,178.068,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20181,Sherman County,2022,560.55,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20183,Smith County,2022,76.185,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20185,Stafford County,2022,178.756,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20187,Stanton County,2022,75.306,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20189,Stevens County,2022,164.634,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20191,Sumner County,2022,700.912,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20193,Thomas County,2022,249.429,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20195,Trego County,2022,105.3,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20197,Wabaunsee County,2022,337.584,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20199,Wallace County,2022,60.987,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20201,Washington County,2022,147.516,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20203,Wichita County,2022,78.455,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20205,Wilson County,2022,154.4,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20207,Woodson County,2022,61.008,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/20209,Wyandotte County,2022,5687.714,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21001,Adair County,2022,857.896,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21003,Allen County,2022,740.435,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21005,Anderson County,2022,934.39,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21007,Ballard County,2022,67.704,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21009,Barren County,2022,1173.568,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21011,Bath County,2022,256.355,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21013,Bell County,2022,287.616,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21015,Boone County,2022,7343.15,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21017,Bourbon County,2022,872.903,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21019,Boyd County,2022,923.16,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21021,Boyle County,2022,926.592,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21023,Bracken County,2022,195.635,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21025,Breathitt County,2022,130.732,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21027,Breckinridge County,2022,167.442,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21029,Bullitt County,2022,2821.63,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21031,Butler County,2022,72.768,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21033,Caldwell County,2022,259.945,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21035,Calloway County,2022,718.032,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21037,Campbell County,2022,6115.98,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21039,Carlisle County,2022,100.352,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21041,Carroll County,2022,160.704,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21043,Carter County,2022,272.769,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21045,Casey County,2022,335.853,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21047,Christian County,2022,1113.774,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21049,Clark County,2022,1279.355,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21051,Clay County,2022,434.52,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21053,Clinton County,2022,244.86,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21055,Crittenden County,2022,158.578,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21057,Cumberland County,2022,76.755,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21059,Daviess County,2022,2192.127,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21061,Edmonson County,2022,230.418,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21063,Elliott County,2022,138.168,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21065,Estill County,2022,228.6,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21067,Fayette County,2022,15880.512,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21069,Fleming County,2022,422.928,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21071,Floyd County,2022,261.36,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21073,Franklin County,2022,2744.657,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21075,Fulton County,2022,90.72,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21077,Gallatin County,2022,113.332,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21079,Garrard County,2022,749.595,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21081,Grant County,2022,516.53,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21083,Graves County,2022,1009.02,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21085,Grayson County,2022,530.604,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21087,Green County,2022,293.114,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21089,Greenup County,2022,501.313,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21091,Hancock County,2022,78.34,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21093,Hardin County,2022,3248.375,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21095,Harlan County,2022,421.718,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21097,Harrison County,2022,485.393,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21099,Hart County,2022,299.325,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21101,Henderson County,2022,887.386,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21103,Henry County,2022,637.701,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21105,Hickman County,2022,193.67,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21107,Hopkins County,2022,584.991,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21109,Jackson County,2022,226.522,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21111,Jefferson County,2022,41497.38,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21113,Jessamine County,2022,2231.138,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21115,Johnson County,2022,494.592,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21117,Kenton County,2022,9621.26,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21119,Knott County,2022,270.864,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21121,Knox County,2022,661.634,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21123,LaRue County,2022,299.437,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21125,Laurel County,2022,1686.894,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21127,Lawrence County,2022,131.82,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21129,Lee County,2022,178.56,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21131,Leslie County,2022,119.732,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21133,Letcher County,2022,611.074,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21135,Lewis County,2022,417.585,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21137,Lincoln County,2022,772.092,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21139,Livingston County,2022,136.692,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21141,Logan County,2022,419.765,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21143,Lyon County,2022,138.87,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21145,McCracken County,2022,1650.6,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21147,McCreary County,2022,273.992,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21149,McLean County,2022,154.854,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21151,Madison County,2022,3031.032,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21153,Magoffin County,2022,80.052,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21155,Marion County,2022,257.67,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21157,Marshall County,2022,778.848,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21159,Martin County,2022,119.68,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21161,Mason County,2022,397.98,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21163,Meade County,2022,903.144,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21165,Menifee County,2022,238.68,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21167,Mercer County,2022,676.532,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21169,Metcalfe County,2022,235.536,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21171,Monroe County,2022,224.754,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21173,Montgomery County,2022,525.642,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21175,Morgan County,2022,358.809,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21177,Muhlenberg County,2022,278.162,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21179,Nelson County,2022,1020.372,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21181,Nicholas County,2022,194.099,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21183,Ohio County,2022,404.04,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21185,Oldham County,2022,4599.096,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21187,Owen County,2022,450.027,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21189,Owsley County,2022,44.731,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21191,Pendleton County,2022,365.035,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21193,Perry County,2022,664.372,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21195,Pike County,2022,756.04,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21197,Powell County,2022,180.843,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21199,Pulaski County,2022,954.36,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21201,Robertson County,2022,44.064,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21203,Rockcastle County,2022,470,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21205,Rowan County,2022,726.225,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21207,Russell County,2022,219.18,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21209,Scott County,2022,2389.985,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21211,Shelby County,2022,2414.708,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21213,Simpson County,2022,348.44,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21215,Spencer County,2022,857.52,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21217,Taylor County,2022,1179.5,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21219,Todd County,2022,466.898,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21221,Trigg County,2022,448.404,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21223,Trimble County,2022,133.57,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21225,Union County,2022,186.219,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21227,Warren County,2022,3363.756,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21229,Washington County,2022,449.194,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21231,Wayne County,2022,521.213,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21233,Webster County,2022,116.336,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21235,Whitley County,2022,986.024,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21237,Wolfe County,2022,121.905,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/21239,Woodford County,2022,1489.4,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/22001,Acadia Parish,2022,942.144,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
