placeDcid,placeName,Date:Percent_Person_WithMentalHealthNotGood,Value:Percent_Person_WithMentalHealthNotGood,Source:Percent_Person_WithMentalHealthNotGood,Date:Percent_Person_WithPhysicalHealthNotGood,Value:Percent_Person_WithPhysicalHealthNotGood,Source:Percent_Person_WithPhysicalHealthNotGood,Date:Percent_Person_18OrMoreYears_WithPoorGeneralHealth,Value:Percent_Person_18OrMoreYears_WithPoorGeneralHealth,Source:Percent_Person_18OrMoreYears_WithPoorGeneralHealth,Date:Percent_Person_WithStroke,Value:Percent_Person_WithStroke,Source:Percent_Person_WithStroke
geoId/08003,Alamosa County,2022,19.6,https://www.cdc.gov/places/index.html,2022,15,https://www.cdc.gov/places/index.html,2022,21.2,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/08005,Arapahoe County,2022,16.4,https://www.cdc.gov/places/index.html,2022,11,https://www.cdc.gov/places/index.html,2022,14.2,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/08007,Archuleta County,2022,16.3,https://www.cdc.gov/places/index.html,2022,11.2,https://www.cdc.gov/places/index.html,2022,13.6,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/08009,Baca County,2022,21.8,https://www.cdc.gov/places/index.html,2022,16.3,https://www.cdc.gov/places/index.html,2022,21.7,https://www.cdc.gov/places/index.html,2022,3.8,https://www.cdc.gov/places/index.html
geoId/08011,Bent County,2022,18.8,https://www.cdc.gov/places/index.html,2022,15.6,https://www.cdc.gov/places/index.html,2022,22.8,https://www.cdc.gov/places/index.html,2022,4,https://www.cdc.gov/places/index.html
geoId/08013,Boulder County,2022,15.4,https://www.cdc.gov/places/index.html,2022,10.3,https://www.cdc.gov/places/index.html,2022,11.4,https://www.cdc.gov/places/index.html,2022,2.3,https://www.cdc.gov/places/index.html
geoId/08014,Broomfield County,2022,14.5,https://www.cdc.gov/places/index.html,2022,8.8,https://www.cdc.gov/places/index.html,2022,10,https://www.cdc.gov/places/index.html,2022,2,https://www.cdc.gov/places/index.html
geoId/08015,Chaffee County,2022,17,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,15.3,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/08017,Cheyenne County,2022,17.2,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,14.6,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/08019,Clear Creek County,2022,15.9,https://www.cdc.gov/places/index.html,2022,10.1,https://www.cdc.gov/places/index.html,2022,11.6,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/08021,Conejos County,2022,18.1,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,21.2,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/08023,Costilla County,2022,18.7,https://www.cdc.gov/places/index.html,2022,15.9,https://www.cdc.gov/places/index.html,2022,24,https://www.cdc.gov/places/index.html,2022,3.7,https://www.cdc.gov/places/index.html
geoId/08025,Crowley County,2022,18,https://www.cdc.gov/places/index.html,2022,15.8,https://www.cdc.gov/places/index.html,2022,23.9,https://www.cdc.gov/places/index.html,2022,4.2,https://www.cdc.gov/places/index.html
geoId/08027,Custer County,2022,16.8,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,14,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/08029,Delta County,2022,18.7,https://www.cdc.gov/places/index.html,2022,13.8,https://www.cdc.gov/places/index.html,2022,17.9,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/08031,Denver County,2022,17.4,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,17.3,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/08033,Dolores County,2022,17.7,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/08035,Douglas County,2022,14,https://www.cdc.gov/places/index.html,2022,8.8,https://www.cdc.gov/places/index.html,2022,9.8,https://www.cdc.gov/places/index.html,2022,2.1,https://www.cdc.gov/places/index.html
geoId/08037,Eagle County,2022,16,https://www.cdc.gov/places/index.html,2022,10.8,https://www.cdc.gov/places/index.html,2022,13.5,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/08039,Elbert County,2022,17.5,https://www.cdc.gov/places/index.html,2022,11,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/08041,El Paso County,2022,17.2,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,14.9,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/08043,Fremont County,2022,17.2,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,17.4,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/08045,Garfield County,2022,17,https://www.cdc.gov/places/index.html,2022,11.6,https://www.cdc.gov/places/index.html,2022,15,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/08047,Gilpin County,2022,16.2,https://www.cdc.gov/places/index.html,2022,10.7,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/08049,Grand County,2022,16.1,https://www.cdc.gov/places/index.html,2022,10.4,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/08051,Gunnison County,2022,15.1,https://www.cdc.gov/places/index.html,2022,9.5,https://www.cdc.gov/places/index.html,2022,10.7,https://www.cdc.gov/places/index.html,2022,2.3,https://www.cdc.gov/places/index.html
geoId/08053,Hinsdale County,2022,16.1,https://www.cdc.gov/places/index.html,2022,10.2,https://www.cdc.gov/places/index.html,2022,11.5,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/08055,Huerfano County,2022,18.4,https://www.cdc.gov/places/index.html,2022,14,https://www.cdc.gov/places/index.html,2022,18.9,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/08057,Jackson County,2022,19,https://www.cdc.gov/places/index.html,2022,14.6,https://www.cdc.gov/places/index.html,2022,19.5,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/08059,Jefferson County,2022,16.4,https://www.cdc.gov/places/index.html,2022,10.9,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/08061,Kiowa County,2022,20.5,https://www.cdc.gov/places/index.html,2022,15,https://www.cdc.gov/places/index.html,2022,19.7,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/08063,Kit Carson County,2022,17.2,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/08065,Lake County,2022,14.4,https://www.cdc.gov/places/index.html,2022,9.7,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,2.2,https://www.cdc.gov/places/index.html
geoId/08067,La Plata County,2022,16.2,https://www.cdc.gov/places/index.html,2022,10.4,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/08069,Larimer County,2022,15.7,https://www.cdc.gov/places/index.html,2022,9.8,https://www.cdc.gov/places/index.html,2022,10.8,https://www.cdc.gov/places/index.html,2022,2.2,https://www.cdc.gov/places/index.html
geoId/08071,Las Animas County,2022,19,https://www.cdc.gov/places/index.html,2022,14.8,https://www.cdc.gov/places/index.html,2022,21,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/08073,Lincoln County,2022,17.4,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,18,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/08075,Logan County,2022,19.2,https://www.cdc.gov/places/index.html,2022,14,https://www.cdc.gov/places/index.html,2022,18.2,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/08077,Mesa County,2022,18.6,https://www.cdc.gov/places/index.html,2022,12.7,https://www.cdc.gov/places/index.html,2022,15.7,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/08079,Mineral County,2022,17.6,https://www.cdc.gov/places/index.html,2022,11.5,https://www.cdc.gov/places/index.html,2022,13.5,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/08081,Moffat County,2022,19.8,https://www.cdc.gov/places/index.html,2022,14.4,https://www.cdc.gov/places/index.html,2022,19,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/08083,Montezuma County,2022,19.4,https://www.cdc.gov/places/index.html,2022,13.9,https://www.cdc.gov/places/index.html,2022,17.7,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/08085,Montrose County,2022,18.3,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,16.3,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/08087,Morgan County,2022,17.4,https://www.cdc.gov/places/index.html,2022,13.2,https://www.cdc.gov/places/index.html,2022,17.7,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/08089,Otero County,2022,20,https://www.cdc.gov/places/index.html,2022,17.3,https://www.cdc.gov/places/index.html,2022,25.6,https://www.cdc.gov/places/index.html,2022,4.2,https://www.cdc.gov/places/index.html
geoId/08091,Ouray County,2022,17.2,https://www.cdc.gov/places/index.html,2022,10.6,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/08093,Park County,2022,17.5,https://www.cdc.gov/places/index.html,2022,11,https://www.cdc.gov/places/index.html,2022,12.9,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/08095,Phillips County,2022,19.8,https://www.cdc.gov/places/index.html,2022,14.7,https://www.cdc.gov/places/index.html,2022,19.5,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/08097,Pitkin County,2022,14.8,https://www.cdc.gov/places/index.html,2022,8.9,https://www.cdc.gov/places/index.html,2022,9.9,https://www.cdc.gov/places/index.html,2022,2.1,https://www.cdc.gov/places/index.html
geoId/08099,Prowers County,2022,20.3,https://www.cdc.gov/places/index.html,2022,15.8,https://www.cdc.gov/places/index.html,2022,22.1,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/08101,Pueblo County,2022,18,https://www.cdc.gov/places/index.html,2022,13.3,https://www.cdc.gov/places/index.html,2022,18.5,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/08103,Rio Blanco County,2022,18.9,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,16.3,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/08105,Rio Grande County,2022,16.6,https://www.cdc.gov/places/index.html,2022,12.3,https://www.cdc.gov/places/index.html,2022,16.7,https://www.cdc.gov/places/index.html,2022,2.7,https://www.cdc.gov/places/index.html
geoId/08107,Routt County,2022,15.5,https://www.cdc.gov/places/index.html,2022,10,https://www.cdc.gov/places/index.html,2022,11.6,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/08109,Saguache County,2022,19,https://www.cdc.gov/places/index.html,2022,15.4,https://www.cdc.gov/places/index.html,2022,21.9,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/08111,San Juan County,2022,17.2,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,15.1,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/08113,San Miguel County,2022,15.8,https://www.cdc.gov/places/index.html,2022,10.6,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/08115,Sedgwick County,2022,18.7,https://www.cdc.gov/places/index.html,2022,14.2,https://www.cdc.gov/places/index.html,2022,18.5,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/08117,Summit County,2022,15.3,https://www.cdc.gov/places/index.html,2022,10.6,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/08119,Teller County,2022,16.6,https://www.cdc.gov/places/index.html,2022,11,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/08121,Washington County,2022,17.5,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,15.1,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/08123,Weld County,2022,16.6,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,15.3,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/08125,Yuma County,2022,18.4,https://www.cdc.gov/places/index.html,2022,13.8,https://www.cdc.gov/places/index.html,2022,18.5,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/09110,Capitol Planning Region,2022,17.3,https://www.cdc.gov/places/index.html,2022,11.6,https://www.cdc.gov/places/index.html,2022,22.6,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/09120,Greater Bridgeport Planning Region,2022,16.5,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,21,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/09130,Lower Connecticut River Valley Planning Region,2022,16.4,https://www.cdc.gov/places/index.html,2022,10.3,https://www.cdc.gov/places/index.html,2022,24.7,https://www.cdc.gov/places/index.html,2022,2.5,https://www.cdc.gov/places/index.html
geoId/09140,Naugatuck Valley Planning Region,2022,17.3,https://www.cdc.gov/places/index.html,2022,12,https://www.cdc.gov/places/index.html,2022,23.2,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/09150,Northeastern Connecticut Planning Region,2022,18.6,https://www.cdc.gov/places/index.html,2022,12.3,https://www.cdc.gov/places/index.html,2022,25.2,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/09160,Northwest Hills Planning Region,2022,17.4,https://www.cdc.gov/places/index.html,2022,11.3,https://www.cdc.gov/places/index.html,2022,23.7,https://www.cdc.gov/places/index.html,2022,2.6,https://www.cdc.gov/places/index.html
geoId/09170,South Central Connecticut Planning Region,2022,17.2,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,23.6,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/09180,Southeastern Connecticut Planning Region,2022,17.7,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,25.2,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/09190,Western Connecticut Planning Region,2022,14.8,https://www.cdc.gov/places/index.html,2022,10.1,https://www.cdc.gov/places/index.html,2022,20.9,https://www.cdc.gov/places/index.html,2022,2.4,https://www.cdc.gov/places/index.html
geoId/10001,Kent County,2022,17.3,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,16.8,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/10003,New Castle County,2022,15.9,https://www.cdc.gov/places/index.html,2022,11,https://www.cdc.gov/places/index.html,2022,16.1,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/10005,Sussex County,2022,16.9,https://www.cdc.gov/places/index.html,2022,11.4,https://www.cdc.gov/places/index.html,2022,15.5,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/11001,District of Columbia,2022,14,https://www.cdc.gov/places/index.html,2022,8.9,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/12001,Alachua County,2022,18.4,https://www.cdc.gov/places/index.html,2022,13.1,https://www.cdc.gov/places/index.html,2022,17.6,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/12003,Baker County,2022,20,https://www.cdc.gov/places/index.html,2022,13.7,https://www.cdc.gov/places/index.html,2022,19.5,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/12005,Bay County,2022,19.3,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,16.9,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/12007,Bradford County,2022,21.4,https://www.cdc.gov/places/index.html,2022,16,https://www.cdc.gov/places/index.html,2022,22.9,https://www.cdc.gov/places/index.html,2022,4.2,https://www.cdc.gov/places/index.html
geoId/12009,Brevard County,2022,17.7,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,15,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/12011,Broward County,2022,17.3,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,19.5,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/12013,Calhoun County,2022,20,https://www.cdc.gov/places/index.html,2022,15.5,https://www.cdc.gov/places/index.html,2022,22.3,https://www.cdc.gov/places/index.html,2022,4.3,https://www.cdc.gov/places/index.html
geoId/12015,Charlotte County,2022,19.2,https://www.cdc.gov/places/index.html,2022,12.8,https://www.cdc.gov/places/index.html,2022,16.3,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/12017,Citrus County,2022,18.8,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,16.3,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/12019,Clay County,2022,18.2,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,15.7,https://www.cdc.gov/places/index.html,2022,3,https://www.cdc.gov/places/index.html
geoId/12021,Collier County,2022,17.4,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,17.4,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/12023,Columbia County,2022,21,https://www.cdc.gov/places/index.html,2022,15.8,https://www.cdc.gov/places/index.html,2022,22.2,https://www.cdc.gov/places/index.html,2022,4.1,https://www.cdc.gov/places/index.html
geoId/12027,DeSoto County,2022,20.1,https://www.cdc.gov/places/index.html,2022,17.5,https://www.cdc.gov/places/index.html,2022,26.9,https://www.cdc.gov/places/index.html,2022,4.7,https://www.cdc.gov/places/index.html
geoId/12029,Dixie County,2022,22.8,https://www.cdc.gov/places/index.html,2022,17,https://www.cdc.gov/places/index.html,2022,24.9,https://www.cdc.gov/places/index.html,2022,4.3,https://www.cdc.gov/places/index.html
geoId/12031,Duval County,2022,18.5,https://www.cdc.gov/places/index.html,2022,13,https://www.cdc.gov/places/index.html,2022,18.5,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/12033,Escambia County,2022,19.8,https://www.cdc.gov/places/index.html,2022,13.7,https://www.cdc.gov/places/index.html,2022,18.9,https://www.cdc.gov/places/index.html,2022,3.7,https://www.cdc.gov/places/index.html
geoId/12035,Flagler County,2022,17.8,https://www.cdc.gov/places/index.html,2022,11.7,https://www.cdc.gov/places/index.html,2022,15.7,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/12037,Franklin County,2022,20.5,https://www.cdc.gov/places/index.html,2022,14.9,https://www.cdc.gov/places/index.html,2022,20.5,https://www.cdc.gov/places/index.html,2022,3.9,https://www.cdc.gov/places/index.html
geoId/12039,Gadsden County,2022,20.3,https://www.cdc.gov/places/index.html,2022,15.2,https://www.cdc.gov/places/index.html,2022,23.4,https://www.cdc.gov/places/index.html,2022,4.5,https://www.cdc.gov/places/index.html
geoId/12041,Gilchrist County,2022,19.9,https://www.cdc.gov/places/index.html,2022,14.6,https://www.cdc.gov/places/index.html,2022,20,https://www.cdc.gov/places/index.html,2022,3.8,https://www.cdc.gov/places/index.html
geoId/12043,Glades County,2022,20.6,https://www.cdc.gov/places/index.html,2022,17.2,https://www.cdc.gov/places/index.html,2022,26.8,https://www.cdc.gov/places/index.html,2022,4.6,https://www.cdc.gov/places/index.html
geoId/12045,Gulf County,2022,19,https://www.cdc.gov/places/index.html,2022,13.4,https://www.cdc.gov/places/index.html,2022,18.7,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/12047,Hamilton County,2022,21.5,https://www.cdc.gov/places/index.html,2022,17.2,https://www.cdc.gov/places/index.html,2022,26.4,https://www.cdc.gov/places/index.html,2022,4.8,https://www.cdc.gov/places/index.html
geoId/12049,Hardee County,2022,21.1,https://www.cdc.gov/places/index.html,2022,17.6,https://www.cdc.gov/places/index.html,2022,28.3,https://www.cdc.gov/places/index.html,2022,4.5,https://www.cdc.gov/places/index.html
geoId/12051,Hendry County,2022,20.3,https://www.cdc.gov/places/index.html,2022,17.2,https://www.cdc.gov/places/index.html,2022,28.2,https://www.cdc.gov/places/index.html,2022,4.2,https://www.cdc.gov/places/index.html
geoId/12053,Hernando County,2022,19.1,https://www.cdc.gov/places/index.html,2022,14,https://www.cdc.gov/places/index.html,2022,19.1,https://www.cdc.gov/places/index.html,2022,3.5,https://www.cdc.gov/places/index.html
geoId/12055,Highlands County,2022,19.5,https://www.cdc.gov/places/index.html,2022,14.6,https://www.cdc.gov/places/index.html,2022,21,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/12057,Hillsborough County,2022,17.2,https://www.cdc.gov/places/index.html,2022,12.4,https://www.cdc.gov/places/index.html,2022,17.2,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/12059,Holmes County,2022,21.5,https://www.cdc.gov/places/index.html,2022,15.8,https://www.cdc.gov/places/index.html,2022,21.6,https://www.cdc.gov/places/index.html,2022,3.9,https://www.cdc.gov/places/index.html
geoId/12061,Indian River County,2022,18.2,https://www.cdc.gov/places/index.html,2022,12.6,https://www.cdc.gov/places/index.html,2022,17.1,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/12063,Jackson County,2022,20.9,https://www.cdc.gov/places/index.html,2022,15.8,https://www.cdc.gov/places/index.html,2022,23.9,https://www.cdc.gov/places/index.html,2022,4.5,https://www.cdc.gov/places/index.html
geoId/12065,Jefferson County,2022,19.2,https://www.cdc.gov/places/index.html,2022,13.4,https://www.cdc.gov/places/index.html,2022,19.5,https://www.cdc.gov/places/index.html,2022,3.7,https://www.cdc.gov/places/index.html
geoId/12067,Lafayette County,2022,20.9,https://www.cdc.gov/places/index.html,2022,17.1,https://www.cdc.gov/places/index.html,2022,25.8,https://www.cdc.gov/places/index.html,2022,4.7,https://www.cdc.gov/places/index.html
geoId/12069,Lake County,2022,18.7,https://www.cdc.gov/places/index.html,2022,13.1,https://www.cdc.gov/places/index.html,2022,18,https://www.cdc.gov/places/index.html,2022,3.2,https://www.cdc.gov/places/index.html
geoId/12071,Lee County,2022,17.5,https://www.cdc.gov/places/index.html,2022,12.1,https://www.cdc.gov/places/index.html,2022,15.7,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/12073,Leon County,2022,18.7,https://www.cdc.gov/places/index.html,2022,12.3,https://www.cdc.gov/places/index.html,2022,17,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
geoId/12075,Levy County,2022,19.9,https://www.cdc.gov/places/index.html,2022,15.1,https://www.cdc.gov/places/index.html,2022,20,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/12077,Liberty County,2022,20.5,https://www.cdc.gov/places/index.html,2022,16,https://www.cdc.gov/places/index.html,2022,23.6,https://www.cdc.gov/places/index.html,2022,4.1,https://www.cdc.gov/places/index.html
geoId/12079,Madison County,2022,22.5,https://www.cdc.gov/places/index.html,2022,17.6,https://www.cdc.gov/places/index.html,2022,27.8,https://www.cdc.gov/places/index.html,2022,4.8,https://www.cdc.gov/places/index.html
geoId/12081,Manatee County,2022,18.9,https://www.cdc.gov/places/index.html,2022,12.9,https://www.cdc.gov/places/index.html,2022,17.6,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/12083,Marion County,2022,19.6,https://www.cdc.gov/places/index.html,2022,14.5,https://www.cdc.gov/places/index.html,2022,20.4,https://www.cdc.gov/places/index.html,2022,3.6,https://www.cdc.gov/places/index.html
geoId/12085,Martin County,2022,17.9,https://www.cdc.gov/places/index.html,2022,12.2,https://www.cdc.gov/places/index.html,2022,15.4,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/12086,Miami-Dade County,2022,17.1,https://www.cdc.gov/places/index.html,2022,14.5,https://www.cdc.gov/places/index.html,2022,22.4,https://www.cdc.gov/places/index.html,2022,3.4,https://www.cdc.gov/places/index.html
geoId/12087,Monroe County,2022,16.9,https://www.cdc.gov/places/index.html,2022,11.8,https://www.cdc.gov/places/index.html,2022,15.7,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/12089,Nassau County,2022,16.8,https://www.cdc.gov/places/index.html,2022,11.1,https://www.cdc.gov/places/index.html,2022,13.5,https://www.cdc.gov/places/index.html,2022,2.8,https://www.cdc.gov/places/index.html
geoId/12091,Okaloosa County,2022,18,https://www.cdc.gov/places/index.html,2022,11.9,https://www.cdc.gov/places/index.html,2022,15.6,https://www.cdc.gov/places/index.html,2022,2.9,https://www.cdc.gov/places/index.html
geoId/12093,Okeechobee County,2022,21.7,https://www.cdc.gov/places/index.html,2022,16.8,https://www.cdc.gov/places/index.html,2022,25.9,https://www.cdc.gov/places/index.html,2022,4.1,https://www.cdc.gov/places/index.html
geoId/12095,Orange County,2022,17.3,https://www.cdc.gov/places/index.html,2022,12.3,https://www.cdc.gov/places/index.html,2022,17.6,https://www.cdc.gov/places/index.html,2022,3.1,https://www.cdc.gov/places/index.html
geoId/12097,Osceola County,2022,17.3,https://www.cdc.gov/places/index.html,2022,13.4,https://www.cdc.gov/places/index.html,2022,20.7,https://www.cdc.gov/places/index.html,2022,3.3,https://www.cdc.gov/places/index.html
