placeDcid,placeName,Date:Monthly_Median_GrossRent_HousingUnit,Value:Monthly_Median_GrossRent_HousingUnit,Source:Monthly_Median_GrossRent_HousingUnit
geoId/17073,Henry County,2022,814,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17075,Iroquois County,2022,773,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17077,Jackson County,2022,757,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17079,Jasper County,2022,770,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17081,Jefferson County,2022,838,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17083,Jersey County,2022,778,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17085,Jo Daviess County,2022,768,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17087,Johnson County,2022,630,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17089,Kane County,2022,1335,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17091,Kankakee County,2022,1025,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17093,Kendall County,2022,1695,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17095,Knox County,2022,694,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17097,Lake County,2022,1382,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17099,LaSalle County,2022,874,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17101,Lawrence County,2022,781,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17103,Lee County,2022,806,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17105,Livingston County,2022,836,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17107,Logan County,2022,761,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17109,McDonough County,2022,688,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17111,McHenry County,2022,1310,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17113,McLean County,2022,941,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17115,Macon County,2022,774,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17117,Macoupin County,2022,796,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17119,Madison County,2022,938,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17121,Marion County,2022,734,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17123,Marshall County,2022,746,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17125,Mason County,2022,747,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17127,Massac County,2022,738,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17129,Menard County,2022,748,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17131,Mercer County,2022,759,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17133,Monroe County,2022,956,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17135,Montgomery County,2022,684,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17137,Morgan County,2022,700,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17139,Moultrie County,2022,767,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17141,Ogle County,2022,841,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17143,Peoria County,2022,909,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17145,Perry County,2022,656,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17147,Piatt County,2022,917,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17149,Pike County,2022,641,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17151,Pope County,2022,393,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17153,Pulaski County,2022,599,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17155,Putnam County,2022,766,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17157,Randolph County,2022,740,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17159,Richland County,2022,724,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17161,Rock Island County,2022,846,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17163,St. Clair County,2022,1002,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17165,Saline County,2022,720,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17167,Sangamon County,2022,927,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17169,Schuyler County,2022,817,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17171,Scott County,2022,619,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17173,Shelby County,2022,768,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17175,Stark County,2022,758,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17177,Stephenson County,2022,755,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17179,Tazewell County,2022,850,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17181,Union County,2022,710,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17183,Vermilion County,2022,769,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17185,Wabash County,2022,728,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17187,Warren County,2022,697,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17189,Washington County,2022,801,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17191,Wayne County,2022,607,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17193,White County,2022,672,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17195,Whiteside County,2022,785,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17197,Will County,2022,1342,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17199,Williamson County,2022,824,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17201,Winnebago County,2022,941,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/17203,Woodford County,2022,938,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18001,Adams County,2022,762,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18003,Allen County,2022,924,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18005,Bartholomew County,2022,1063,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18007,Benton County,2022,805,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18009,Blackford County,2022,701,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18011,Boone County,2022,1190,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18013,Brown County,2022,902,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18015,Carroll County,2022,846,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18017,Cass County,2022,747,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18019,Clark County,2022,1002,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18021,Clay County,2022,788,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18023,Clinton County,2022,844,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18025,Crawford County,2022,624,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18027,Daviess County,2022,820,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18029,Dearborn County,2022,863,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18031,Decatur County,2022,815,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18033,DeKalb County,2022,783,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18035,Delaware County,2022,841,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18037,Dubois County,2022,771,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18039,Elkhart County,2022,945,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18041,Fayette County,2022,763,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18043,Floyd County,2022,943,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18045,Fountain County,2022,793,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18047,Franklin County,2022,743,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18049,Fulton County,2022,795,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18051,Gibson County,2022,818,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18053,Grant County,2022,774,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18055,Greene County,2022,740,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18057,Hamilton County,2022,1412,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18059,Hancock County,2022,1058,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18061,Harrison County,2022,847,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18063,Hendricks County,2022,1271,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18065,Henry County,2022,787,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18067,Howard County,2022,855,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18069,Huntington County,2022,802,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18071,Jackson County,2022,905,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18073,Jasper County,2022,906,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18075,Jay County,2022,771,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18077,Jefferson County,2022,798,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18079,Jennings County,2022,873,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18081,Johnson County,2022,1155,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18083,Knox County,2022,746,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18085,Kosciusko County,2022,946,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18087,LaGrange County,2022,817,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18089,Lake County,2022,1039,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18091,LaPorte County,2022,860,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18093,Lawrence County,2022,776,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18095,Madison County,2022,888,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18097,Marion County,2022,1042,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18099,Marshall County,2022,882,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18101,Martin County,2022,603,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18103,Miami County,2022,776,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18105,Monroe County,2022,1105,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18107,Montgomery County,2022,787,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18109,Morgan County,2022,952,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18111,Newton County,2022,811,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18113,Noble County,2022,774,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18115,Ohio County,2022,852,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18117,Orange County,2022,767,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18119,Owen County,2022,843,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18121,Parke County,2022,780,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18123,Perry County,2022,632,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18125,Pike County,2022,648,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18127,Porter County,2022,1092,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18129,Posey County,2022,735,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18131,Pulaski County,2022,702,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18133,Putnam County,2022,866,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18135,Randolph County,2022,758,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18137,Ripley County,2022,750,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18139,Rush County,2022,802,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18141,St. Joseph County,2022,969,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18143,Scott County,2022,813,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18145,Shelby County,2022,910,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18147,Spencer County,2022,715,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18149,Starke County,2022,656,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18151,Steuben County,2022,896,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18153,Sullivan County,2022,797,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18155,Switzerland County,2022,697,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18157,Tippecanoe County,2022,1020,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18159,Tipton County,2022,842,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18161,Union County,2022,809,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18163,Vanderburgh County,2022,930,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18165,Vermillion County,2022,783,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18167,Vigo County,2022,853,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18169,Wabash County,2022,731,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18171,Warren County,2022,841,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18173,Warrick County,2022,964,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18175,Washington County,2022,714,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18177,Wayne County,2022,793,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18179,Wells County,2022,803,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18181,White County,2022,819,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/18183,Whitley County,2022,902,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19001,Adair County,2022,723,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19003,Adams County,2022,787,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19005,Allamakee County,2022,721,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19007,Appanoose County,2022,757,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19009,Audubon County,2022,735,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19011,Benton County,2022,766,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19013,Black Hawk County,2022,932,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19015,Boone County,2022,852,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19017,Bremer County,2022,783,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19019,Buchanan County,2022,788,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19021,Buena Vista County,2022,781,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19023,Butler County,2022,749,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19025,Calhoun County,2022,696,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19027,Carroll County,2022,697,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19029,Cass County,2022,699,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19031,Cedar County,2022,830,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19033,Cerro Gordo County,2022,812,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19035,Cherokee County,2022,655,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19037,Chickasaw County,2022,745,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19039,Clarke County,2022,701,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19041,Clay County,2022,752,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19043,Clayton County,2022,738,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19045,Clinton County,2022,795,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19047,Crawford County,2022,732,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19049,Dallas County,2022,1198,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19051,Davis County,2022,835,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19053,Decatur County,2022,621,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19055,Delaware County,2022,732,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19057,Des Moines County,2022,882,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19059,Dickinson County,2022,902,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19061,Dubuque County,2022,912,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19063,Emmet County,2022,724,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19065,Fayette County,2022,780,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19067,Floyd County,2022,627,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19069,Franklin County,2022,707,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19071,Fremont County,2022,709,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19073,Greene County,2022,828,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19075,Grundy County,2022,742,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19077,Guthrie County,2022,788,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19079,Hamilton County,2022,830,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19081,Hancock County,2022,782,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19083,Hardin County,2022,752,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19085,Harrison County,2022,819,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19087,Henry County,2022,727,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19089,Howard County,2022,708,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19091,Humboldt County,2022,662,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19093,Ida County,2022,646,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19095,Iowa County,2022,732,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19097,Jackson County,2022,726,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19099,Jasper County,2022,812,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19101,Jefferson County,2022,838,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19103,Johnson County,2022,1086,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19105,Jones County,2022,693,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19107,Keokuk County,2022,744,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19109,Kossuth County,2022,818,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19111,Lee County,2022,782,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19113,Linn County,2022,878,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19115,Louisa County,2022,747,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19117,Lucas County,2022,773,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19119,Lyon County,2022,776,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19121,Madison County,2022,932,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19123,Mahaska County,2022,773,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19125,Marion County,2022,845,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19127,Marshall County,2022,832,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19129,Mills County,2022,843,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19131,Mitchell County,2022,720,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19133,Monona County,2022,761,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19135,Monroe County,2022,723,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19137,Montgomery County,2022,718,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19139,Muscatine County,2022,936,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19141,O'Brien County,2022,691,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19143,Osceola County,2022,801,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19145,Page County,2022,742,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19147,Palo Alto County,2022,631,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19149,Plymouth County,2022,816,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19151,Pocahontas County,2022,735,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19153,Polk County,2022,1060,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19155,Pottawattamie County,2022,956,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19157,Poweshiek County,2022,850,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19159,Ringgold County,2022,699,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19161,Sac County,2022,622,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19163,Scott County,2022,919,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19165,Shelby County,2022,879,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19167,Sioux County,2022,795,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19169,Story County,2022,991,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19171,Tama County,2022,829,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19173,Taylor County,2022,636,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19175,Union County,2022,712,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19177,Van Buren County,2022,661,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19179,Wapello County,2022,909,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19181,Warren County,2022,943,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19183,Washington County,2022,849,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19185,Wayne County,2022,627,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19187,Webster County,2022,747,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19189,Winnebago County,2022,669,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19191,Winneshiek County,2022,763,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19193,Woodbury County,2022,913,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19195,Worth County,2022,685,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/19197,Wright County,2022,731,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20001,Allen County,2022,703,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20003,Anderson County,2022,778,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20005,Atchison County,2022,771,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20007,Barber County,2022,695,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20009,Barton County,2022,738,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20011,Bourbon County,2022,774,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20013,Brown County,2022,662,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20015,Butler County,2022,963,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20017,Chase County,2022,602,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20019,Chautauqua County,2022,740,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20021,Cherokee County,2022,743,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20023,Cheyenne County,2022,673,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20025,Clark County,2022,798,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20027,Clay County,2022,750,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20029,Cloud County,2022,713,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20031,Coffey County,2022,813,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20033,Comanche County,2022,635,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20035,Cowley County,2022,776,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20037,Crawford County,2022,821,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20039,Decatur County,2022,700,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20041,Dickinson County,2022,755,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20043,Doniphan County,2022,733,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20045,Douglas County,2022,1041,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20047,Edwards County,2022,715,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20049,Elk County,2022,554,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20051,Ellis County,2022,864,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20053,Ellsworth County,2022,675,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20055,Finney County,2022,964,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20057,Ford County,2022,948,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20059,Franklin County,2022,882,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20061,Geary County,2022,1132,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20063,Gove County,2022,726,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20065,Graham County,2022,696,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20067,Grant County,2022,676,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20069,Gray County,2022,802,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20071,Greeley County,2022,749,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20073,Greenwood County,2022,663,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20075,Hamilton County,2022,900,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20077,Harper County,2022,654,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20079,Harvey County,2022,857,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20081,Haskell County,2022,713,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20083,Hodgeman County,2022,854,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20085,Jackson County,2022,821,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20087,Jefferson County,2022,832,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20089,Jewell County,2022,570,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20091,Johnson County,2022,1312,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20093,Kearny County,2022,996,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20095,Kingman County,2022,832,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20097,Kiowa County,2022,706,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20099,Labette County,2022,723,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20101,Lane County,2022,575,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20103,Leavenworth County,2022,1102,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20105,Lincoln County,2022,532,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20107,Linn County,2022,763,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20109,Logan County,2022,793,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20111,Lyon County,2022,763,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20113,McPherson County,2022,871,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20115,Marion County,2022,680,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/20117,Marshall County,2022,671,https://data.census.gov/table/ACSDT5Y2022.B25031
