placeDcid,placeName,Date:Count_Person,Value:Count_Person,Source:Count_Person
geoId/18103,Miami County,2022,35546,https://www2.census.gov/programs-surveys/popest/tables
geoId/18105,Monroe County,2022,139621,https://www2.census.gov/programs-surveys/popest/tables
geoId/18107,Montgomery County,2022,38319,https://www2.census.gov/programs-surveys/popest/tables
geoId/18109,Morgan County,2022,72260,https://www2.census.gov/programs-surveys/popest/tables
geoId/18111,Newton County,2022,13839,https://www2.census.gov/programs-surveys/popest/tables
geoId/18113,Noble County,2022,47234,https://www2.census.gov/programs-surveys/popest/tables
geoId/18115,Ohio County,2022,6097,https://www2.census.gov/programs-surveys/popest/tables
geoId/18117,Orange County,2022,19601,https://www2.census.gov/programs-surveys/popest/tables
geoId/18119,Owen County,2022,21487,https://www2.census.gov/programs-surveys/popest/tables
geoId/18121,Parke County,2022,16367,https://www2.census.gov/programs-surveys/popest/tables
geoId/18123,Perry County,2022,19207,https://www2.census.gov/programs-surveys/popest/tables
geoId/18125,Pike County,2022,12143,https://www2.census.gov/programs-surveys/popest/tables
geoId/18127,Porter County,2022,174848,https://www2.census.gov/programs-surveys/popest/tables
geoId/18129,Posey County,2022,25098,https://www2.census.gov/programs-surveys/popest/tables
geoId/18131,Pulaski County,2022,12449,https://www2.census.gov/programs-surveys/popest/tables
geoId/18133,Putnam County,2022,37294,https://www2.census.gov/programs-surveys/popest/tables
geoId/18135,Randolph County,2022,24350,https://www2.census.gov/programs-surveys/popest/tables
geoId/18137,Ripley County,2022,29030,https://www2.census.gov/programs-surveys/popest/tables
geoId/18139,Rush County,2022,16672,https://www2.census.gov/programs-surveys/popest/tables
geoId/18141,St. Joseph County,2022,272282,https://www2.census.gov/programs-surveys/popest/tables
geoId/18143,Scott County,2022,24500,https://www2.census.gov/programs-surveys/popest/tables
geoId/18145,Shelby County,2022,45189,https://www2.census.gov/programs-surveys/popest/tables
geoId/18147,Spencer County,2022,19849,https://www2.census.gov/programs-surveys/popest/tables
geoId/18149,Starke County,2022,23203,https://www2.census.gov/programs-surveys/popest/tables
geoId/18151,Steuben County,2022,34772,https://www2.census.gov/programs-surveys/popest/tables
geoId/18153,Sullivan County,2022,20671,https://www2.census.gov/programs-surveys/popest/tables
geoId/18155,Switzerland County,2022,10009,https://www2.census.gov/programs-surveys/popest/tables
geoId/18157,Tippecanoe County,2022,188237,https://www2.census.gov/programs-surveys/popest/tables
geoId/18159,Tipton County,2022,15325,https://www2.census.gov/programs-surveys/popest/tables
geoId/18161,Union County,2022,6967,https://www2.census.gov/programs-surveys/popest/tables
geoId/18163,Vanderburgh County,2022,179563,https://www2.census.gov/programs-surveys/popest/tables
geoId/18165,Vermillion County,2022,15433,https://www2.census.gov/programs-surveys/popest/tables
geoId/18167,Vigo County,2022,106082,https://www2.census.gov/programs-surveys/popest/tables
geoId/18169,Wabash County,2022,30842,https://www2.census.gov/programs-surveys/popest/tables
geoId/18171,Warren County,2022,8488,https://www2.census.gov/programs-surveys/popest/tables
geoId/18173,Warrick County,2022,65231,https://www2.census.gov/programs-surveys/popest/tables
geoId/18175,Washington County,2022,28171,https://www2.census.gov/programs-surveys/popest/tables
geoId/18177,Wayne County,2022,66216,https://www2.census.gov/programs-surveys/popest/tables
geoId/18179,Wells County,2022,28298,https://www2.census.gov/programs-surveys/popest/tables
geoId/18181,White County,2022,24660,https://www2.census.gov/programs-surveys/popest/tables
geoId/18183,Whitley County,2022,34577,https://www2.census.gov/programs-surveys/popest/tables
geoId/19001,Adair County,2022,7457,https://www2.census.gov/programs-surveys/popest/tables
geoId/19003,Adams County,2022,3601,https://www2.census.gov/programs-surveys/popest/tables
geoId/19005,Allamakee County,2022,14018,https://www2.census.gov/programs-surveys/popest/tables
geoId/19007,Appanoose County,2022,12141,https://www2.census.gov/programs-surveys/popest/tables
geoId/19009,Audubon County,2022,5575,https://www2.census.gov/programs-surveys/popest/tables
geoId/19011,Benton County,2022,25742,https://www2.census.gov/programs-surveys/popest/tables
geoId/19013,Black Hawk County,2022,130052,https://www2.census.gov/programs-surveys/popest/tables
geoId/19015,Boone County,2022,26579,https://www2.census.gov/programs-surveys/popest/tables
geoId/19017,Bremer County,2022,25254,https://www2.census.gov/programs-surveys/popest/tables
geoId/19019,Buchanan County,2022,20689,https://www2.census.gov/programs-surveys/popest/tables
geoId/19021,Buena Vista County,2022,20644,https://www2.census.gov/programs-surveys/popest/tables
geoId/19023,Butler County,2022,14246,https://www2.census.gov/programs-surveys/popest/tables
geoId/19025,Calhoun County,2022,9725,https://www2.census.gov/programs-surveys/popest/tables
geoId/19027,Carroll County,2022,20541,https://www2.census.gov/programs-surveys/popest/tables
geoId/19029,Cass County,2022,13137,https://www2.census.gov/programs-surveys/popest/tables
geoId/19031,Cedar County,2022,18353,https://www2.census.gov/programs-surveys/popest/tables
geoId/19033,Cerro Gordo County,2022,42426,https://www2.census.gov/programs-surveys/popest/tables
geoId/19035,Cherokee County,2022,11490,https://www2.census.gov/programs-surveys/popest/tables
geoId/19037,Chickasaw County,2022,11728,https://www2.census.gov/programs-surveys/popest/tables
geoId/19039,Clarke County,2022,9643,https://www2.census.gov/programs-surveys/popest/tables
geoId/19041,Clay County,2022,16507,https://www2.census.gov/programs-surveys/popest/tables
geoId/19043,Clayton County,2022,17057,https://www2.census.gov/programs-surveys/popest/tables
geoId/19045,Clinton County,2022,46255,https://www2.census.gov/programs-surveys/popest/tables
geoId/19047,Crawford County,2022,16129,https://www2.census.gov/programs-surveys/popest/tables
geoId/19049,Dallas County,2022,108146,https://www2.census.gov/programs-surveys/popest/tables
geoId/19051,Davis County,2022,9147,https://www2.census.gov/programs-surveys/popest/tables
geoId/19053,Decatur County,2022,7695,https://www2.census.gov/programs-surveys/popest/tables
geoId/19055,Delaware County,2022,17607,https://www2.census.gov/programs-surveys/popest/tables
geoId/19057,Des Moines County,2022,38242,https://www2.census.gov/programs-surveys/popest/tables
geoId/19059,Dickinson County,2022,18048,https://www2.census.gov/programs-surveys/popest/tables
geoId/19061,Dubuque County,2022,98715,https://www2.census.gov/programs-surveys/popest/tables
geoId/19063,Emmet County,2022,9214,https://www2.census.gov/programs-surveys/popest/tables
geoId/19065,Fayette County,2022,19266,https://www2.census.gov/programs-surveys/popest/tables
geoId/19067,Floyd County,2022,15348,https://www2.census.gov/programs-surveys/popest/tables
geoId/19069,Franklin County,2022,9946,https://www2.census.gov/programs-surveys/popest/tables
geoId/19071,Fremont County,2022,6475,https://www2.census.gov/programs-surveys/popest/tables
geoId/19073,Greene County,2022,8710,https://www2.census.gov/programs-surveys/popest/tables
geoId/19075,Grundy County,2022,12355,https://www2.census.gov/programs-surveys/popest/tables
geoId/19077,Guthrie County,2022,10681,https://www2.census.gov/programs-surveys/popest/tables
geoId/19079,Hamilton County,2022,14803,https://www2.census.gov/programs-surveys/popest/tables
geoId/19081,Hancock County,2022,10651,https://www2.census.gov/programs-surveys/popest/tables
geoId/19083,Hardin County,2022,16614,https://www2.census.gov/programs-surveys/popest/tables
geoId/19085,Harrison County,2022,14680,https://www2.census.gov/programs-surveys/popest/tables
geoId/19087,Henry County,2022,20253,https://www2.census.gov/programs-surveys/popest/tables
geoId/19089,Howard County,2022,9509,https://www2.census.gov/programs-surveys/popest/tables
geoId/19091,Humboldt County,2022,9521,https://www2.census.gov/programs-surveys/popest/tables
geoId/19093,Ida County,2022,6905,https://www2.census.gov/programs-surveys/popest/tables
geoId/19095,Iowa County,2022,16497,https://www2.census.gov/programs-surveys/popest/tables
geoId/19097,Jackson County,2022,19346,https://www2.census.gov/programs-surveys/popest/tables
geoId/19099,Jasper County,2022,37949,https://www2.census.gov/programs-surveys/popest/tables
geoId/19101,Jefferson County,2022,15668,https://www2.census.gov/programs-surveys/popest/tables
geoId/19103,Johnson County,2022,156915,https://www2.census.gov/programs-surveys/popest/tables
geoId/19105,Jones County,2022,20949,https://www2.census.gov/programs-surveys/popest/tables
geoId/19107,Keokuk County,2022,9883,https://www2.census.gov/programs-surveys/popest/tables
geoId/19109,Kossuth County,2022,14465,https://www2.census.gov/programs-surveys/popest/tables
geoId/19111,Lee County,2022,32829,https://www2.census.gov/programs-surveys/popest/tables
geoId/19113,Linn County,2022,228940,https://www2.census.gov/programs-surveys/popest/tables
geoId/19115,Louisa County,2022,10617,https://www2.census.gov/programs-surveys/popest/tables
geoId/19117,Lucas County,2022,8702,https://www2.census.gov/programs-surveys/popest/tables
geoId/19119,Lyon County,2022,12177,https://www2.census.gov/programs-surveys/popest/tables
geoId/19121,Madison County,2022,17040,https://www2.census.gov/programs-surveys/popest/tables
geoId/19123,Mahaska County,2022,21971,https://www2.census.gov/programs-surveys/popest/tables
geoId/19125,Marion County,2022,33630,https://www2.census.gov/programs-surveys/popest/tables
geoId/19127,Marshall County,2022,39821,https://www2.census.gov/programs-surveys/popest/tables
geoId/19129,Mills County,2022,14535,https://www2.census.gov/programs-surveys/popest/tables
geoId/19131,Mitchell County,2022,10544,https://www2.census.gov/programs-surveys/popest/tables
geoId/19133,Monona County,2022,8506,https://www2.census.gov/programs-surveys/popest/tables
geoId/19135,Monroe County,2022,7530,https://www2.census.gov/programs-surveys/popest/tables
geoId/19137,Montgomery County,2022,10210,https://www2.census.gov/programs-surveys/popest/tables
geoId/19139,Muscatine County,2022,42395,https://www2.census.gov/programs-surveys/popest/tables
geoId/19141,O'Brien County,2022,14085,https://www2.census.gov/programs-surveys/popest/tables
geoId/19143,Osceola County,2022,6072,https://www2.census.gov/programs-surveys/popest/tables
geoId/19145,Page County,2022,15176,https://www2.census.gov/programs-surveys/popest/tables
geoId/19147,Palo Alto County,2022,8790,https://www2.census.gov/programs-surveys/popest/tables
geoId/19149,Plymouth County,2022,25722,https://www2.census.gov/programs-surveys/popest/tables
geoId/19151,Pocahontas County,2022,7073,https://www2.census.gov/programs-surveys/popest/tables
geoId/19153,Polk County,2022,501184,https://www2.census.gov/programs-surveys/popest/tables
geoId/19155,Pottawattamie County,2022,93065,https://www2.census.gov/programs-surveys/popest/tables
geoId/19157,Poweshiek County,2022,18518,https://www2.census.gov/programs-surveys/popest/tables
geoId/19159,Ringgold County,2022,4688,https://www2.census.gov/programs-surveys/popest/tables
geoId/19161,Sac County,2022,9689,https://www2.census.gov/programs-surveys/popest/tables
geoId/19163,Scott County,2022,173751,https://www2.census.gov/programs-surveys/popest/tables
geoId/19165,Shelby County,2022,11711,https://www2.census.gov/programs-surveys/popest/tables
geoId/19167,Sioux County,2022,36127,https://www2.census.gov/programs-surveys/popest/tables
geoId/19169,Story County,2022,98257,https://www2.census.gov/programs-surveys/popest/tables
geoId/19171,Tama County,2022,16943,https://www2.census.gov/programs-surveys/popest/tables
geoId/19173,Taylor County,2022,5875,https://www2.census.gov/programs-surveys/popest/tables
geoId/19175,Union County,2022,11903,https://www2.census.gov/programs-surveys/popest/tables
geoId/19177,Van Buren County,2022,7252,https://www2.census.gov/programs-surveys/popest/tables
geoId/19179,Wapello County,2022,35081,https://www2.census.gov/programs-surveys/popest/tables
geoId/19181,Warren County,2022,54303,https://www2.census.gov/programs-surveys/popest/tables
geoId/19183,Washington County,2022,22542,https://www2.census.gov/programs-surveys/popest/tables
geoId/19185,Wayne County,2022,6490,https://www2.census.gov/programs-surveys/popest/tables
geoId/19187,Webster County,2022,36652,https://www2.census.gov/programs-surveys/popest/tables
geoId/19189,Winnebago County,2022,10639,https://www2.census.gov/programs-surveys/popest/tables
geoId/19191,Winneshiek County,2022,19902,https://www2.census.gov/programs-surveys/popest/tables
geoId/19193,Woodbury County,2022,105558,https://www2.census.gov/programs-surveys/popest/tables
geoId/19195,Worth County,2022,7311,https://www2.census.gov/programs-surveys/popest/tables
geoId/19197,Wright County,2022,12695,https://www2.census.gov/programs-surveys/popest/tables
geoId/20001,Allen County,2022,12489,https://www2.census.gov/programs-surveys/popest/tables
geoId/20003,Anderson County,2022,7798,https://www2.census.gov/programs-surveys/popest/tables
geoId/20005,Atchison County,2022,16053,https://www2.census.gov/programs-surveys/popest/tables
geoId/20007,Barber County,2022,4124,https://www2.census.gov/programs-surveys/popest/tables
geoId/20009,Barton County,2022,25058,https://www2.census.gov/programs-surveys/popest/tables
geoId/20011,Bourbon County,2022,14443,https://www2.census.gov/programs-surveys/popest/tables
geoId/20013,Brown County,2022,9373,https://www2.census.gov/programs-surveys/popest/tables
geoId/20015,Butler County,2022,68289,https://www2.census.gov/programs-surveys/popest/tables
geoId/20017,Chase County,2022,2568,https://www2.census.gov/programs-surveys/popest/tables
geoId/20019,Chautauqua County,2022,3387,https://www2.census.gov/programs-surveys/popest/tables
geoId/20021,Cherokee County,2022,19025,https://www2.census.gov/programs-surveys/popest/tables
geoId/20023,Cheyenne County,2022,2618,https://www2.census.gov/programs-surveys/popest/tables
geoId/20025,Clark County,2022,1939,https://www2.census.gov/programs-surveys/popest/tables
geoId/20027,Clay County,2022,8041,https://www2.census.gov/programs-surveys/popest/tables
geoId/20029,Cloud County,2022,8934,https://www2.census.gov/programs-surveys/popest/tables
geoId/20031,Coffey County,2022,8252,https://www2.census.gov/programs-surveys/popest/tables
geoId/20033,Comanche County,2022,1690,https://www2.census.gov/programs-surveys/popest/tables
geoId/20035,Cowley County,2022,34423,https://www2.census.gov/programs-surveys/popest/tables
geoId/20037,Crawford County,2022,39145,https://www2.census.gov/programs-surveys/popest/tables
geoId/20039,Decatur County,2022,2689,https://www2.census.gov/programs-surveys/popest/tables
geoId/20041,Dickinson County,2022,18355,https://www2.census.gov/programs-surveys/popest/tables
geoId/20043,Doniphan County,2022,7475,https://www2.census.gov/programs-surveys/popest/tables
geoId/20045,Douglas County,2022,120007,https://www2.census.gov/programs-surveys/popest/tables
geoId/20047,Edwards County,2022,2760,https://www2.census.gov/programs-surveys/popest/tables
geoId/20049,Elk County,2022,2448,https://www2.census.gov/programs-surveys/popest/tables
geoId/20051,Ellis County,2022,28840,https://www2.census.gov/programs-surveys/popest/tables
geoId/20053,Ellsworth County,2022,6383,https://www2.census.gov/programs-surveys/popest/tables
geoId/20055,Finney County,2022,37639,https://www2.census.gov/programs-surveys/popest/tables
geoId/20057,Ford County,2022,33924,https://www2.census.gov/programs-surveys/popest/tables
geoId/20059,Franklin County,2022,25959,https://www2.census.gov/programs-surveys/popest/tables
geoId/20061,Geary County,2022,35529,https://www2.census.gov/programs-surveys/popest/tables
geoId/20063,Gove County,2022,2742,https://www2.census.gov/programs-surveys/popest/tables
geoId/20065,Graham County,2022,2397,https://www2.census.gov/programs-surveys/popest/tables
geoId/20067,Grant County,2022,7250,https://www2.census.gov/programs-surveys/popest/tables
geoId/20069,Gray County,2022,5711,https://www2.census.gov/programs-surveys/popest/tables
geoId/20071,Greeley County,2022,1232,https://www2.census.gov/programs-surveys/popest/tables
geoId/20073,Greenwood County,2022,5908,https://www2.census.gov/programs-surveys/popest/tables
geoId/20075,Hamilton County,2022,2452,https://www2.census.gov/programs-surveys/popest/tables
geoId/20077,Harper County,2022,5400,https://www2.census.gov/programs-surveys/popest/tables
geoId/20079,Harvey County,2022,33671,https://www2.census.gov/programs-surveys/popest/tables
geoId/20081,Haskell County,2022,3595,https://www2.census.gov/programs-surveys/popest/tables
geoId/20083,Hodgeman County,2022,1697,https://www2.census.gov/programs-surveys/popest/tables
geoId/20085,Jackson County,2022,13292,https://www2.census.gov/programs-surveys/popest/tables
geoId/20087,Jefferson County,2022,18354,https://www2.census.gov/programs-surveys/popest/tables
geoId/20089,Jewell County,2022,2885,https://www2.census.gov/programs-surveys/popest/tables
geoId/20091,Johnson County,2022,619091,https://www2.census.gov/programs-surveys/popest/tables
geoId/20093,Kearny County,2022,3865,https://www2.census.gov/programs-surveys/popest/tables
geoId/20095,Kingman County,2022,7174,https://www2.census.gov/programs-surveys/popest/tables
geoId/20097,Kiowa County,2022,2405,https://www2.census.gov/programs-surveys/popest/tables
geoId/20099,Labette County,2022,19702,https://www2.census.gov/programs-surveys/popest/tables
geoId/20101,Lane County,2022,1544,https://www2.census.gov/programs-surveys/popest/tables
geoId/20103,Leavenworth County,2022,82922,https://www2.census.gov/programs-surveys/popest/tables
geoId/20105,Lincoln County,2022,2911,https://www2.census.gov/programs-surveys/popest/tables
geoId/20107,Linn County,2022,9777,https://www2.census.gov/programs-surveys/popest/tables
geoId/20109,Logan County,2022,2703,https://www2.census.gov/programs-surveys/popest/tables
geoId/20111,Lyon County,2022,32031,https://www2.census.gov/programs-surveys/popest/tables
geoId/20113,McPherson County,2022,30063,https://www2.census.gov/programs-surveys/popest/tables
geoId/20115,Marion County,2022,11783,https://www2.census.gov/programs-surveys/popest/tables
geoId/20117,Marshall County,2022,9992,https://www2.census.gov/programs-surveys/popest/tables
geoId/20119,Meade County,2022,3913,https://www2.census.gov/programs-surveys/popest/tables
geoId/20121,Miami County,2022,34791,https://www2.census.gov/programs-surveys/popest/tables
geoId/20123,Mitchell County,2022,5730,https://www2.census.gov/programs-surveys/popest/tables
geoId/20125,Montgomery County,2022,30853,https://www2.census.gov/programs-surveys/popest/tables
geoId/20127,Morris County,2022,5400,https://www2.census.gov/programs-surveys/popest/tables
geoId/20129,Morton County,2022,2601,https://www2.census.gov/programs-surveys/popest/tables
geoId/20131,Nemaha County,2022,10164,https://www2.census.gov/programs-surveys/popest/tables
geoId/20133,Neosho County,2022,15583,https://www2.census.gov/programs-surveys/popest/tables
geoId/20135,Ness County,2022,2657,https://www2.census.gov/programs-surveys/popest/tables
geoId/20137,Norton County,2022,5325,https://www2.census.gov/programs-surveys/popest/tables
geoId/20139,Osage County,2022,15705,https://www2.census.gov/programs-surveys/popest/tables
geoId/20141,Osborne County,2022,3481,https://www2.census.gov/programs-surveys/popest/tables
geoId/20143,Ottawa County,2022,5806,https://www2.census.gov/programs-surveys/popest/tables
geoId/20145,Pawnee County,2022,6188,https://www2.census.gov/programs-surveys/popest/tables
geoId/20147,Phillips County,2022,4783,https://www2.census.gov/programs-surveys/popest/tables
geoId/20149,Pottawatomie County,2022,26292,https://www2.census.gov/programs-surveys/popest/tables
geoId/20151,Pratt County,2022,9073,https://www2.census.gov/programs-surveys/popest/tables
geoId/20153,Rawlins County,2022,2523,https://www2.census.gov/programs-surveys/popest/tables
geoId/20155,Reno County,2022,61552,https://www2.census.gov/programs-surveys/popest/tables
geoId/20157,Republic County,2022,4653,https://www2.census.gov/programs-surveys/popest/tables
geoId/20159,Rice County,2022,9370,https://www2.census.gov/programs-surveys/popest/tables
geoId/20161,Riley County,2022,71563,https://www2.census.gov/programs-surveys/popest/tables
geoId/20163,Rooks County,2022,4810,https://www2.census.gov/programs-surveys/popest/tables
geoId/20165,Rush County,2022,2941,https://www2.census.gov/programs-surveys/popest/tables
geoId/20167,Russell County,2022,6733,https://www2.census.gov/programs-surveys/popest/tables
geoId/20169,Saline County,2022,53389,https://www2.census.gov/programs-surveys/popest/tables
geoId/20171,Scott County,2022,5007,https://www2.census.gov/programs-surveys/popest/tables
geoId/20173,Sedgwick County,2022,525368,https://www2.census.gov/programs-surveys/popest/tables
geoId/20175,Seward County,2022,21345,https://www2.census.gov/programs-surveys/popest/tables
geoId/20177,Shawnee County,2022,177537,https://www2.census.gov/programs-surveys/popest/tables
geoId/20179,Sheridan County,2022,2439,https://www2.census.gov/programs-surveys/popest/tables
geoId/20181,Sherman County,2022,5876,https://www2.census.gov/programs-surveys/popest/tables
geoId/20183,Smith County,2022,3572,https://www2.census.gov/programs-surveys/popest/tables
geoId/20185,Stafford County,2022,3971,https://www2.census.gov/programs-surveys/popest/tables
geoId/20187,Stanton County,2022,1967,https://www2.census.gov/programs-surveys/popest/tables
geoId/20189,Stevens County,2022,5166,https://www2.census.gov/programs-surveys/popest/tables
geoId/20191,Sumner County,2022,22359,https://www2.census.gov/programs-surveys/popest/tables
geoId/20193,Thomas County,2022,7908,https://www2.census.gov/programs-surveys/popest/tables
geoId/20195,Trego County,2022,2746,https://www2.census.gov/programs-surveys/popest/tables
geoId/20197,Wabaunsee County,2022,7009,https://www2.census.gov/programs-surveys/popest/tables
geoId/20199,Wallace County,2022,1493,https://www2.census.gov/programs-surveys/popest/tables
geoId/20201,Washington County,2022,5493,https://www2.census.gov/programs-surveys/popest/tables
geoId/20203,Wichita County,2022,2078,https://www2.census.gov/programs-surveys/popest/tables
geoId/20205,Wilson County,2022,8554,https://www2.census.gov/programs-surveys/popest/tables
geoId/20207,Woodson County,2022,3117,https://www2.census.gov/programs-surveys/popest/tables
geoId/20209,Wyandotte County,2022,165626,https://www2.census.gov/programs-surveys/popest/tables
geoId/21001,Adair County,2022,19097,https://www2.census.gov/programs-surveys/popest/tables
geoId/21003,Allen County,2022,21283,https://www2.census.gov/programs-surveys/popest/tables
geoId/21005,Anderson County,2022,24273,https://www2.census.gov/programs-surveys/popest/tables
geoId/21007,Ballard County,2022,7642,https://www2.census.gov/programs-surveys/popest/tables
geoId/21009,Barren County,2022,44872,https://www2.census.gov/programs-surveys/popest/tables
geoId/21011,Bath County,2022,12828,https://www2.census.gov/programs-surveys/popest/tables
geoId/21013,Bell County,2022,23611,https://www2.census.gov/programs-surveys/popest/tables
geoId/21015,Boone County,2022,139045,https://www2.census.gov/programs-surveys/popest/tables
geoId/21017,Bourbon County,2022,20109,https://www2.census.gov/programs-surveys/popest/tables
geoId/21019,Boyd County,2022,48059,https://www2.census.gov/programs-surveys/popest/tables
geoId/21021,Boyle County,2022,30851,https://www2.census.gov/programs-surveys/popest/tables
geoId/21023,Bracken County,2022,8435,https://www2.census.gov/programs-surveys/popest/tables
geoId/21025,Breathitt County,2022,13358,https://www2.census.gov/programs-surveys/popest/tables
geoId/21027,Breckinridge County,2022,20961,https://www2.census.gov/programs-surveys/popest/tables
geoId/21029,Bullitt County,2022,83774,https://www2.census.gov/programs-surveys/popest/tables
geoId/21031,Butler County,2022,12365,https://www2.census.gov/programs-surveys/popest/tables
geoId/21033,Caldwell County,2022,12608,https://www2.census.gov/programs-surveys/popest/tables
geoId/21035,Calloway County,2022,38093,https://www2.census.gov/programs-surveys/popest/tables
geoId/21037,Campbell County,2022,93272,https://www2.census.gov/programs-surveys/popest/tables
geoId/21039,Carlisle County,2022,4719,https://www2.census.gov/programs-surveys/popest/tables
geoId/21041,Carroll County,2022,10939,https://www2.census.gov/programs-surveys/popest/tables
geoId/21043,Carter County,2022,26343,https://www2.census.gov/programs-surveys/popest/tables
geoId/21045,Casey County,2022,15911,https://www2.census.gov/programs-surveys/popest/tables
geoId/21047,Christian County,2022,72286,https://www2.census.gov/programs-surveys/popest/tables
geoId/21049,Clark County,2022,36992,https://www2.census.gov/programs-surveys/popest/tables
geoId/21051,Clay County,2022,19874,https://www2.census.gov/programs-surveys/popest/tables
geoId/21053,Clinton County,2022,9139,https://www2.census.gov/programs-surveys/popest/tables
geoId/21055,Crittenden County,2022,8991,https://www2.census.gov/programs-surveys/popest/tables
geoId/21057,Cumberland County,2022,5969,https://www2.census.gov/programs-surveys/popest/tables
geoId/21059,Daviess County,2022,103189,https://www2.census.gov/programs-surveys/popest/tables
geoId/21061,Edmonson County,2022,12302,https://www2.census.gov/programs-surveys/popest/tables
geoId/21063,Elliott County,2022,7292,https://www2.census.gov/programs-surveys/popest/tables
geoId/21065,Estill County,2022,14024,https://www2.census.gov/programs-surveys/popest/tables
geoId/21067,Fayette County,2022,320281,https://www2.census.gov/programs-surveys/popest/tables
geoId/21069,Fleming County,2022,15278,https://www2.census.gov/programs-surveys/popest/tables
geoId/21071,Floyd County,2022,34918,https://www2.census.gov/programs-surveys/popest/tables
geoId/21073,Franklin County,2022,51548,https://www2.census.gov/programs-surveys/popest/tables
geoId/21075,Fulton County,2022,6371,https://www2.census.gov/programs-surveys/popest/tables
geoId/21077,Gallatin County,2022,8773,https://www2.census.gov/programs-surveys/popest/tables
geoId/21079,Garrard County,2022,17566,https://www2.census.gov/programs-surveys/popest/tables
geoId/21081,Grant County,2022,25474,https://www2.census.gov/programs-surveys/popest/tables
geoId/21083,Graves County,2022,36493,https://www2.census.gov/programs-surveys/popest/tables
geoId/21085,Grayson County,2022,26643,https://www2.census.gov/programs-surveys/popest/tables
geoId/21087,Green County,2022,11392,https://www2.census.gov/programs-surveys/popest/tables
geoId/21089,Greenup County,2022,35375,https://www2.census.gov/programs-surveys/popest/tables
geoId/21091,Hancock County,2022,9027,https://www2.census.gov/programs-surveys/popest/tables
geoId/21093,Hardin County,2022,111743,https://www2.census.gov/programs-surveys/popest/tables
geoId/21095,Harlan County,2022,25652,https://www2.census.gov/programs-surveys/popest/tables
geoId/21097,Harrison County,2022,19105,https://www2.census.gov/programs-surveys/popest/tables
geoId/21099,Hart County,2022,19594,https://www2.census.gov/programs-surveys/popest/tables
geoId/21101,Henderson County,2022,44032,https://www2.census.gov/programs-surveys/popest/tables
geoId/21103,Henry County,2022,15760,https://www2.census.gov/programs-surveys/popest/tables
geoId/21105,Hickman County,2022,4434,https://www2.census.gov/programs-surveys/popest/tables
geoId/21107,Hopkins County,2022,44926,https://www2.census.gov/programs-surveys/popest/tables
geoId/21109,Jackson County,2022,12989,https://www2.census.gov/programs-surveys/popest/tables
geoId/21111,Jefferson County,2022,773095,https://www2.census.gov/programs-surveys/popest/tables
geoId/21113,Jessamine County,2022,54236,https://www2.census.gov/programs-surveys/popest/tables
geoId/21115,Johnson County,2022,22235,https://www2.census.gov/programs-surveys/popest/tables
geoId/21117,Kenton County,2022,170280,https://www2.census.gov/programs-surveys/popest/tables
geoId/21119,Knott County,2022,13847,https://www2.census.gov/programs-surveys/popest/tables
geoId/21121,Knox County,2022,29773,https://www2.census.gov/programs-surveys/popest/tables
geoId/21123,LaRue County,2022,15150,https://www2.census.gov/programs-surveys/popest/tables
geoId/21125,Laurel County,2022,62879,https://www2.census.gov/programs-surveys/popest/tables
geoId/21127,Lawrence County,2022,16097,https://www2.census.gov/programs-surveys/popest/tables
geoId/21129,Lee County,2022,7273,https://www2.census.gov/programs-surveys/popest/tables
geoId/21131,Leslie County,2022,10049,https://www2.census.gov/programs-surveys/popest/tables
geoId/21133,Letcher County,2022,20827,https://www2.census.gov/programs-surveys/popest/tables
geoId/21135,Lewis County,2022,12937,https://www2.census.gov/programs-surveys/popest/tables
geoId/21137,Lincoln County,2022,24419,https://www2.census.gov/programs-surveys/popest/tables
geoId/21139,Livingston County,2022,8968,https://www2.census.gov/programs-surveys/popest/tables
geoId/21141,Logan County,2022,27856,https://www2.census.gov/programs-surveys/popest/tables
geoId/21143,Lyon County,2022,9099,https://www2.census.gov/programs-surveys/popest/tables
geoId/21145,McCracken County,2022,67366,https://www2.census.gov/programs-surveys/popest/tables
geoId/21147,McCreary County,2022,16783,https://www2.census.gov/programs-surveys/popest/tables
geoId/21149,McLean County,2022,9107,https://www2.census.gov/programs-surveys/popest/tables
geoId/21151,Madison County,2022,95151,https://www2.census.gov/programs-surveys/popest/tables
geoId/21153,Magoffin County,2022,11348,https://www2.census.gov/programs-surveys/popest/tables
geoId/21155,Marion County,2022,19748,https://www2.census.gov/programs-surveys/popest/tables
geoId/21157,Marshall County,2022,31790,https://www2.census.gov/programs-surveys/popest/tables
geoId/21159,Martin County,2022,11096,https://www2.census.gov/programs-surveys/popest/tables
geoId/21161,Mason County,2022,16903,https://www2.census.gov/programs-surveys/popest/tables
geoId/21163,Meade County,2022,30010,https://www2.census.gov/programs-surveys/popest/tables
geoId/21165,Menifee County,2022,6236,https://www2.census.gov/programs-surveys/popest/tables
geoId/21167,Mercer County,2022,22900,https://www2.census.gov/programs-surveys/popest/tables
geoId/21169,Metcalfe County,2022,10408,https://www2.census.gov/programs-surveys/popest/tables
geoId/21171,Monroe County,2022,11353,https://www2.census.gov/programs-surveys/popest/tables
geoId/21173,Montgomery County,2022,28357,https://www2.census.gov/programs-surveys/popest/tables
