placeDcid,placeName,Date:Count_Person_Years16Onwards_Bicycle_WorkCommute_Employed,Value:Count_Person_Years16Onwards_Bicycle_WorkCommute_Employed,Source:Count_Person_Years16Onwards_Bicycle_WorkCommute_Employed,Date:Count_Person_Years16Onwards_CarTruckOrVan_WorkCommute_Employed,Value:Count_Person_Years16Onwards_CarTruckOrVan_WorkCommute_Employed,Source:Count_Person_Years16Onwards_CarTruckOrVan_WorkCommute_Employed,Date:Count_Person_Years16Onwards_DroveAlone_WorkCommute_Employed,Value:Count_Person_Years16Onwards_DroveAlone_WorkCommute_Employed,Source:Count_Person_Years16Onwards_DroveAlone_WorkCommute_Employed,Date:Count_Person_Years16Onwards_PublicTransportationExcludingTaxicab_WorkCommute_Employed,Value:Count_Person_Years16Onwards_PublicTransportationExcludingTaxicab_WorkCommute_Employed,Source:Count_Person_Years16Onwards_PublicTransportationExcludingTaxicab_WorkCommute_Employed,Date:Count_Person_Years16Onwards_Walked_WorkCommute_Employed,Value:Count_Person_Years16Onwards_Walked_WorkCommute_Employed,Source:Count_Person_Years16Onwards_Walked_WorkCommute_Employed
geoId/12051,Hendry County,2022,71.74,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,15280.62,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,12393.085,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,430.44,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,645.66,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12053,Hernando County,2022,154.77,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,65699.865,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,58812.6,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,309.54,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,928.62,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12055,Highlands County,2022,69.372,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,30870.54,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,26777.592,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,34.686,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,728.406,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12057,Hillsborough County,2022,3618.475,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,580403.39,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,518165.62,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6513.255,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,9408.035,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12059,Holmes County,2022,7.533,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7020.756,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6448.248,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,15.066,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12061,Indian River County,2022,620.37,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,52793.487,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,47458.305,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,372.222,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,434.259,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12063,Jackson County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,14677.926,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,13505.619,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,32.118,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,337.239,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12065,Jefferson County,2022,23.744,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5538.288,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4778.48,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,41.552,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12067,Lafayette County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2760.876,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2491.734,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12069,Lake County,2022,481.506,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,136747.704,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,123265.536,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,160.502,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1765.522,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12071,Lee County,2022,1957.812,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,275725.19,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,244073.896,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1631.51,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3589.322,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12073,Leon County,2022,735.895,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,122452.928,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,110972.966,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2502.043,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3385.117,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12075,Levy County,2022,67.54,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,15365.35,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,13305.38,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,50.655,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,118.195,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12077,Liberty County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2332.512,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1991.108,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,19.936,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12079,Madison County,2022,12.04,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5658.8,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4834.06,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,66.22,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,24.08,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12081,Manatee County,2022,1036.512,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,143902.416,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,125936.208,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,518.256,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2245.776,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12083,Marion County,2022,419.265,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,124102.44,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,109707.675,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,139.755,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,698.775,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12085,Martin County,2022,460.187,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,54827.994,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,49831.678,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,197.223,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,723.151,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12086,Miami-Dade County,2022,6597.89,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1075456.07,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,959333.206,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,44865.652,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,25071.982,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12087,Monroe County,2022,2318.166,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,32239.679,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,29020.004,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,171.716,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1803.018,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12089,Nassau County,2022,123.837,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,35954.009,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,33559.827,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,82.558,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,577.906,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12091,Okaloosa County,2022,731.962,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,91599.816,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,80620.386,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,522.83,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1882.188,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12093,Okeechobee County,2022,105.637,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,13249.898,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,11046.612,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,166.001,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,332.002,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12095,Orange County,2022,2871.16,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,587152.22,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,520397.75,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,10766.85,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,9331.27,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12097,Osceola County,2022,374.092,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,161607.744,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,137478.81,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2057.506,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1309.322,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12099,Palm Beach County,2022,3410.905,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,564845.868,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,497309.949,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,9550.534,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7503.991,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12101,Pasco County,2022,485.766,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,196006.581,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,176090.175,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1214.415,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1943.064,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12103,Pinellas County,2022,3639.384,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,362573.631,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,329819.175,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5459.076,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6368.922,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12105,Polk County,2022,946.674,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,278322.156,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,250868.61,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,946.674,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2840.022,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12107,Putnam County,2022,178.85,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,22765.05,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,20056.75,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,76.65,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,332.15,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12109,St. Johns County,2022,770.31,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,98728.065,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,90254.655,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,128.385,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1155.465,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12111,St. Lucie County,2022,571.292,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,125969.886,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,113972.754,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,285.646,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1856.699,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12113,Santa Rosa County,2022,167.644,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,72170.742,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,66219.38,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,838.22,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12115,Sarasota County,2022,893.595,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,148336.77,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,134039.25,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,893.595,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1429.752,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12117,Seminole County,2022,487.68,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,197510.4,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,178490.88,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1463.04,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2438.4,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12119,Sumter County,2022,306.669,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,22303.2,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,20184.396,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,362.427,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12121,Suwannee County,2022,101.628,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,15244.2,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,13906.098,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,16.938,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,525.078,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12123,Taylor County,2022,46.151,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6058.967,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5182.098,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,65.93,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12125,Union County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3916.575,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3722.225,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,12.675,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12127,Volusia County,2022,1208.675,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,203782.605,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,184443.805,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1450.41,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2900.82,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12129,Wakulla County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,13967.109,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,12550.811,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,45.201,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12131,Walton County,2022,135.124,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,28139.573,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,24389.882,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,67.562,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,337.81,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/12133,Washington County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7978.355,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7107.989,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8.533,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,51.198,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13001,Appling County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6684.155,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5741.61,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,50.365,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,64.755,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13003,Atkinson County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3311.62,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,2920.567,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,56.368,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13005,Bacon County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3993.924,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,3652.671,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,58.982,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13007,Baker County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,827.75,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,777.875,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,21,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4.375,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13009,Baldwin County,2022,49.122,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,14998.584,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,13688.664,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,32.748,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,81.87,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13011,Banks County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,7555.468,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6864.825,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,16.642,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,58.247,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13013,Barrow County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,37494.87,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,32454.576,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,368.802,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13015,Bartow County,2022,51.272,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,45324.448,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,39735.8,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,307.632,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,512.72,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13017,Ben Hill County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6779.545,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5977.358,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,56.792,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,14.198,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13019,Berrien County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6679.962,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6139.512,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,36.03,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,86.472,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13021,Bibb County,2022,127.622,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,56600.357,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,51495.477,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,701.921,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,1403.842,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13023,Bleckley County,2022,4.963,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4650.331,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4173.883,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,4.963,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,9.926,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13025,Brantley County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6638.455,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5938.225,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13027,Brooks County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,6058.009,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,5451.556,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,208.672,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13029,Bryan County,2022,150.738,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,19380.6,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,17830.152,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,21.534,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,107.67,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13031,Bulloch County,2022,139.876,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,31087.441,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,27905.262,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,174.845,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,594.473,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13033,Burke County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,9059.204,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8336.944,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,41.272,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,154.77,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/13035,Butts County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,9182.9,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,8611.475,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801,2022,40.1,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
